id_credito,id_cliente,fecha_desembolso,producto,canal,monto,plazo_meses,tasa_ea,estado,dias_mora
CRED00998,CLI0360,2022-05-10,Express,Convenio Empresa,1500000.0,24,1.58,Cancelado,0
CRED00999,CLI0440,2022-06-28,Express,Digital,3300000.0,36,1.65,Al día,0
CRED01000,CLI0323,2023-08-13,Express,Digital,2900000.0,48,2.86,Al día,0
CRED01001,CLI0144,2020-02-13,Express,Televentas,1300000.0,24,3.05,Al día,0
CRED01002,CLI0254,2021-08-20,Empresarial,Digital,,36,1.76,Al día,0
CRED01003,CLI0284,2021-01-22,Plus,Digital,3900000.0,36,,Al día,0
CRED01004,CLI0661,2020-05-08,Plus,Digital,6000000.0,24,2.61,Al día,0
CRED01005,CLI0087,2020-02-15,Empresarial,Digital,8500000.0,24,3.12,Al día,0
CRED01006,CLI0255,2021-04-20,Express,Digital,2300000.0,36,2.01,Al día,0
CRED01007,CLI0567,2022-11-30,Plus,Convenio Empresa,6100000.0,12,2.95,En mora,4
CRED01008,CLI0616,2023-08-13,Express,Digital,1200000.0,48,2.36,En mora,155
CRED01009,CLI0615,2021-11-18,Empresarial,Digital,8000000.0,36,3.13,Al día,0
CRED01010,CLI0739,2022-04-23,Express,Televentas,2200000.0,18,1.73,Al día,0
CRED01011,CLI0623,2023-03-31,Empresarial,Sucursal,10300000.0,60,3.16,Cancelado,0
CRED01012,CLI0292,2021-12-03,Express,Digital,1200000.0,18,2.25,Al día,0
CRED01013,CLI0798,2023-09-04,Express,Digital,1400000.0,48,3.12,Cancelado,0
CRED01014,CLI0708,2023-08-16,Plus,Televentas,3900000.0,18,2.28,Al día,0
CRED01015,CLI0028,2021-10-30,Express,Referido,900000.0,36,2.4,Al día,0
CRED01016,CLI0675,2022-09-22,Plus,Convenio Empresa,5200000.0,24,2.87,Al día,0
CRED01017,CLI0309,2023-04-30,Express,Televentas,,36,2.73,Cancelado,0
CRED01018,CLI0211,2023-09-25,Plus,Digital,1500000.0,18,2.55,Al día,0
CRED01019,CLI0531,2023-11-28,Express,Televentas,1600000.0,18,2.21,Al día,0
CRED01020,CLI0622,2022-12-21,Express,Digital,1200000.0,12,2.85,Al día,0
CRED01021,CLI0522,2023-01-28,Express,Convenio Empresa,3200000.0,48,3.11,Cancelado,0
CRED01022,CLI0194,2022-06-30,Express,Convenio Empresa,1300000.0,18,1.52,Cancelado,0
CRED01023,CLI0766,2022-07-26,Express,Sucursal,1000000.0,36,2.5,Castigado,141
CRED01024,CLI0402,2021-09-14,Express,Digital,2000000.0,48,2.97,Cancelado,0
CRED01025,CLI0303,2023-03-07,Express,Digital,1200000.0,48,2.61,Al día,0
CRED01026,CLI0662,2020-09-27,Express,Televentas,1200000.0,12,2.86,Al día,0
CRED01027,CLI0056,2021-09-19,Plus,Convenio Empresa,4800000.0,48,3.02,Al día,0
CRED01028,CLI0246,2020-12-17,Empresarial,Convenio Empresa,7200000.0,18,2.78,Al día,0
CRED01029,CLI0507,2021-06-16,Express,Digital,900000.0,36,2.72,En mora,97
CRED01030,CLI0396,2021-04-09,Plus,Digital,7300000.0,36,3.14,Cancelado,0
CRED01031,CLI0116,2022-09-18,Plus,Televentas,4900000.0,12,2.97,Al día,0
CRED01032,CLI0247,2022-01-31,Express,Digital,1500000.0,18,2.89,Al día,0
CRED01033,CLI0512,2021-08-13,Plus,Referido,4000000.0,24,1.65,Cancelado,0
CRED01034,CLI0654,2020-04-06,Express,Televentas,2000000.0,24,1.91,Al día,0
CRED01035,CLI0609,2020-10-30,Plus,Convenio Empresa,5600000.0,48,,Al día,0
CRED01036,CLI0073,2021-12-24,Express,Televentas,1200000.0,24,2.71,Al día,0
CRED01037,CLI0541,2021-08-05,Plus,Convenio Empresa,,48,2.02,Al día,0
CRED01038,CLI0013,2022-07-22,Plus,Digital,3300000.0,24,1.66,Al día,0
CRED01039,CLI0370,2020-12-06,Express,Referido,1500000.0,60,2.03,Al día,0
CRED01040,CLI0325,2023-06-20,Express,Digital,1700000.0,36,2.81,Al día,0
CRED01041,CLI0136,2020-11-25,Empresarial,Televentas,9800000.0,48,2.99,Castigado,286
CRED01042,CLI0397,2023-12-28,Express,Digital,2200000.0,12,3.05,Al día,0
CRED01043,CLI0583,2023-01-01,Plus,Televentas,4700000.0,24,2.14,Al día,0
CRED01044,CLI0431,2021-08-07,Empresarial,Digital,6200000.0,12,2.13,Cancelado,0
CRED01045,CLI0375,2021-01-08,Plus,Digital,2500000.0,18,2.19,Al día,0
CRED01046,CLI0560,2020-12-25,Plus,Sucursal,3500000.0,36,2.14,Al día,0
CRED01047,CLI0700,2023-12-21,Plus,Digital,7600000.0,36,2.63,En mora,6
CRED01048,CLI0177,2023-11-19,Empresarial,Convenio Empresa,7600000.0,12,2.11,Al día,0
CRED01049,CLI0782,2023-09-26,Express,Sucursal,1500000.0,24,1.53,En mora,29
CRED01050,CLI0483,2020-11-10,Express,Digital,1300000.0,24,2.25,Al día,0
CRED01051,CLI0789,2020-11-26,Express,Convenio Empresa,1300000.0,12,1.88,Al día,0
CRED01052,CLI0075,2021-05-02,Empresarial,Digital,10400000.0,24,1.55,Al día,0
CRED01053,CLI0018,2020-08-27,Plus,Digital,6500000.0,36,2.3,Al día,0
CRED01054,CLI0602,2020-03-25,Express,Televentas,1900000.0,12,1.85,En mora,4
CRED01055,CLI0070,2021-10-10,Empresarial,Sucursal,7700000.0,36,2.27,Al día,0
CRED01056,CLI0015,2023-03-22,Express,Digital,4900000.0,24,1.97,Cancelado,0
CRED01057,CLI0269,2020-09-16,Express,Televentas,1700000.0,48,2.53,En mora,165
CRED01058,CLI0221,2022-06-21,Plus,Televentas,3300000.0,18,3.18,Al día,0
CRED01059,CLI0041,2021-06-17,Express,Referido,2900000.0,48,2.43,En mora,12
CRED01060,CLI0062,2022-01-27,Empresarial,Digital,8500000.0,12,2.6,Al día,0
CRED01061,CLI0408,2021-01-12,Express,Convenio Empresa,3200000.0,24,3.06,Al día,0
CRED01062,CLI0519,2021-02-24,Plus,Convenio Empresa,2900000.0,18,2.14,En mora,34
CRED01063,CLI0294,2023-02-25,Plus,Convenio Empresa,6600000.0,48,1.78,Al día,0
CRED01064,CLI0644,2023-12-19,Express,Sucursal,1800000.0,36,1.98,Al día,0
CRED01065,CLI0730,2020-03-12,Empresarial,Convenio Empresa,14500000.0,12,2.18,Al día,0
CRED01066,CLI0514,2023-09-25,Plus,Digital,7800000.0,12,,Al día,0
CRED01067,CLI0786,2021-10-11,Express,Televentas,1000000.0,18,1.51,Al día,0
CRED01068,CLI0426,2021-12-05,Express,Digital,2700000.0,12,2.95,Al día,0
CRED01069,CLI0434,2020-10-29,Empresarial,Digital,6400000.0,36,1.63,Al día,0
CRED01070,CLI0719,2022-02-02,Express,Televentas,1100000.0,36,3.03,Al día,0
CRED01071,CLI0412,2022-07-07,Express,Digital,1200000.0,60,3.11,Al día,0
CRED01072,CLI0085,2023-01-10,Express,Televentas,2000000.0,60,3.18,Al día,0
CRED01073,CLI0656,2020-11-28,Express,Sucursal,1600000.0,36,2.88,Al día,0
CRED01074,CLI0550,2022-12-28,Plus,Digital,,12,1.74,En mora,64
CRED01075,CLI0551,2021-09-09,Express,Referido,1700000.0,24,2.7,Al día,0
CRED01076,CLI0631,2020-09-05,Express,Televentas,2100000.0,24,1.85,Al día,0
CRED01077,CLI0157,2020-02-21,Express,Televentas,2100000.0,24,3.03,Al día,0
CRED01078,CLI0285,2022-04-08,Express,Referido,2500000.0,36,2.04,Al día,0
CRED01079,CLI0086,2022-10-19,Empresarial,Digital,17000000.0,60,2.06,Al día,0
CRED01080,CLI0318,2020-10-24,Express,Televentas,1600000.0,48,3.06,Cancelado,0
CRED01081,CLI0081,2022-07-27,Empresarial,Televentas,8400000.0,12,1.52,Cancelado,0
CRED01082,CLI0524,2021-10-17,Express,Digital,2100000.0,18,1.83,En mora,22
CRED01083,CLI0209,2020-11-15,Express,Referido,1000000.0,48,2.22,Cancelado,0
CRED01084,CLI0160,2020-01-09,Empresarial,Convenio Empresa,8000000.0,48,2.69,Al día,0
CRED01085,CLI0550,2023-01-23,Express,Digital,2400000.0,18,2.6,Al día,0
CRED01086,CLI0335,2022-11-05,Plus,Digital,3800000.0,36,2.64,En mora,69
CRED01087,CLI0401,2021-11-09,Empresarial,Televentas,6800000.0,36,3.0,Al día,0
CRED01088,CLI0601,2023-08-18,Express,Digital,900000.0,24,1.71,Cancelado,0
CRED01089,CLI0650,2023-12-15,Express,Televentas,1700000.0,18,2.39,En mora,37
CRED01090,CLI0782,2021-08-28,Plus,Digital,6000000.0,48,2.73,Castigado,96
CRED01091,CLI0666,2022-08-28,Express,Televentas,2500000.0,36,2.58,Al día,0
CRED01092,CLI0698,2021-08-16,Express,Digital,1700000.0,18,2.26,En mora,3
CRED01093,CLI0659,2023-03-20,Express,Digital,3600000.0,36,1.53,Al día,0
CRED01094,CLI0068,2023-09-27,Express,Convenio Empresa,1600000.0,36,1.6,Al día,0
CRED01095,CLI0318,2020-10-28,Plus,Televentas,3800000.0,48,1.7,Al día,0
CRED01096,CLI0716,2023-03-03,Express,Sucursal,600000.0,18,2.08,En mora,28
CRED01097,CLI0448,2022-06-24,Express,Referido,1400000.0,60,1.7,Cancelado,0
CRED01098,CLI0748,2021-11-24,Plus,Digital,5400000.0,18,2.22,Al día,0
CRED01099,CLI0245,2023-11-12,Express,Digital,3000000.0,36,1.8,Al día,0
CRED01100,CLI0060,2020-08-18,Express,Referido,1200000.0,36,2.82,Al día,0
CRED01101,CLI0251,2022-09-07,Plus,Referido,4700000.0,24,2.98,Castigado,263
CRED01102,CLI0089,2020-03-23,Express,Convenio Empresa,2500000.0,24,2.16,Al día,0
CRED01103,CLI0445,2020-10-12,Plus,Digital,4000000.0,48,2.37,Al día,0
CRED01104,CLI0119,2023-10-20,Empresarial,Sucursal,5000000.0,36,3.12,Al día,0
CRED01105,CLI0465,2023-02-02,Express,Digital,1800000.0,24,2.41,Al día,0
CRED01106,CLI0627,2020-08-27,Plus,Convenio Empresa,5200000.0,12,3.19,Al día,0
CRED01107,CLI0624,2021-09-22,Express,Referido,1100000.0,12,1.74,Al día,0
CRED01108,CLI0057,2020-02-20,Express,Digital,1500000.0,12,2.97,Cancelado,0
CRED01109,CLI0317,2022-04-02,Empresarial,Referido,6900000.0,60,2.35,Cancelado,0
CRED01110,CLI0683,2023-06-18,Empresarial,Digital,4500000.0,36,1.54,Al día,0
CRED01111,CLI0760,2021-03-27,Express,Sucursal,2400000.0,60,3.15,Castigado,133
CRED01112,CLI0674,2022-07-02,Plus,Digital,4000000.0,12,3.14,Al día,0
CRED01113,CLI0759,2022-01-01,Empresarial,Sucursal,15900000.0,36,2.15,Al día,0
CRED01114,CLI0180,2020-07-08,Empresarial,Digital,12700000.0,12,3.12,Al día,0
CRED01115,CLI0123,2021-10-30,Plus,Convenio Empresa,3500000.0,36,1.74,Al día,0
CRED01116,CLI0013,2020-04-22,Express,Televentas,1600000.0,24,2.66,En mora,52
CRED01117,CLI0725,2023-05-30,Express,Televentas,2000000.0,12,1.83,Al día,0
CRED01118,CLI0141,2023-08-06,Empresarial,Digital,13100000.0,24,1.92,Al día,0
CRED01119,CLI0719,2021-02-03,Express,Convenio Empresa,1800000.0,18,2.82,En mora,36
CRED01120,CLI0012,2023-04-09,Plus,Digital,5900000.0,36,2.14,Al día,0
CRED01121,CLI0168,2022-12-14,Express,Televentas,1400000.0,36,1.51,En mora,123
CRED01122,CLI0509,2021-03-30,Express,Digital,1100000.0,36,2.2,En mora,145
CRED01123,CLI0356,2021-07-23,Express,Sucursal,1600000.0,60,1.89,Al día,0
CRED01124,CLI0536,2021-02-04,Empresarial,Digital,10400000.0,24,2.66,Cancelado,0
CRED01125,CLI0530,2020-02-16,Express,Digital,1000000.0,24,1.83,Al día,0
CRED01126,CLI0739,2020-06-20,Plus,Digital,2500000.0,36,2.93,Al día,0
CRED01127,CLI0266,2023-01-07,Express,Televentas,1900000.0,24,1.95,Al día,0
CRED01128,CLI0171,2022-07-01,Express,Digital,1400000.0,12,2.17,Al día,0
CRED01129,CLI0381,2023-10-18,Express,Televentas,1500000.0,48,,Castigado,317
CRED01130,CLI0130,2023-10-07,Plus,Referido,3500000.0,12,2.59,Al día,0
CRED01131,CLI0768,2020-06-27,Express,Convenio Empresa,3000000.0,18,1.67,Al día,0
CRED01132,CLI0800,2022-11-14,Express,Televentas,2700000.0,12,2.31,Cancelado,0
CRED01133,CLI0276,2022-03-18,Express,Digital,1000000.0,12,2.07,Al día,0
CRED01134,CLI0751,2021-02-02,Express,Convenio Empresa,1300000.0,12,3.0,Al día,0
CRED01135,CLI0121,2022-10-01,Empresarial,Digital,12700000.0,12,1.62,Al día,0
CRED01136,CLI0790,2021-10-12,Empresarial,Convenio Empresa,,24,2.91,En mora,42
CRED01137,CLI0031,2023-05-20,Express,Digital,1600000.0,18,,Al día,0
CRED01138,CLI0344,2023-05-24,Plus,Televentas,2700000.0,12,1.65,Al día,0
CRED01139,CLI0440,2022-11-13,Empresarial,Digital,8000000.0,36,1.84,Al día,0
CRED01140,CLI0279,2020-04-24,Express,Referido,1300000.0,18,1.67,Al día,0
CRED01141,CLI0537,2023-09-27,Plus,Digital,4400000.0,12,2.39,En mora,79
CRED01142,CLI0066,2022-01-09,Empresarial,Televentas,16400000.0,24,3.18,Al día,0
CRED01143,CLI0270,2022-03-25,Express,Digital,1200000.0,18,1.56,Al día,0
CRED01144,CLI0730,2020-10-29,Express,Convenio Empresa,1100000.0,18,2.28,Al día,0
CRED01145,CLI0591,2022-05-25,Empresarial,Referido,9500000.0,24,2.16,En mora,85
CRED01146,CLI0643,2022-01-27,Plus,Televentas,5700000.0,36,2.08,En mora,123
CRED01147,CLI0079,2022-03-01,Express,Televentas,900000.0,36,2.06,Al día,0
CRED01148,CLI0509,2022-02-02,Express,Referido,2900000.0,48,3.02,Al día,0
CRED01149,CLI0467,2020-01-25,Express,Televentas,1500000.0,24,1.53,Al día,0
CRED01150,CLI0524,2021-08-05,Plus,Televentas,3100000.0,24,2.82,Al día,0
CRED01151,CLI0369,2021-12-07,Plus,Televentas,2300000.0,18,1.93,Al día,0
CRED01152,CLI0057,2021-12-20,Empresarial,Convenio Empresa,12100000.0,36,2.15,Al día,0
CRED01153,CLI0512,2021-09-22,Express,Digital,1500000.0,12,2.21,Al día,0
CRED01154,CLI0581,2022-07-01,Plus,Convenio Empresa,4200000.0,24,2.02,Cancelado,0
CRED01155,CLI0171,2023-02-22,Plus,Televentas,2900000.0,24,1.66,Al día,0
CRED01156,CLI0377,2020-06-28,Express,Digital,1400000.0,36,1.69,En mora,40
CRED01157,CLI0162,2021-03-17,Express,Convenio Empresa,1300000.0,48,2.01,Al día,0
CRED01158,CLI0262,2022-06-28,Empresarial,Digital,9500000.0,60,2.9,Cancelado,0
CRED01159,CLI0792,2022-05-01,Empresarial,Digital,8000000.0,18,1.73,Al día,0
CRED01160,CLI0106,2022-06-25,Express,Televentas,900000.0,18,2.76,Al día,0
CRED01161,CLI0588,2021-08-14,Plus,Referido,10400000.0,36,1.99,Cancelado,0
CRED01162,CLI0691,2020-12-01,Express,Referido,900000.0,24,3.0,Al día,0
CRED01163,CLI0741,2022-05-18,Plus,Sucursal,4300000.0,24,2.23,Al día,0
CRED01164,CLI0119,2022-04-28,Plus,Referido,2100000.0,36,1.79,Al día,0
CRED01165,CLI0234,2020-10-12,Plus,Digital,2000000.0,36,3.18,En mora,63
CRED01166,CLI0759,2023-04-17,Empresarial,Digital,10100000.0,60,1.8,Al día,0
CRED01167,CLI0522,2023-05-09,Plus,Convenio Empresa,4200000.0,24,2.46,Cancelado,0
CRED01168,CLI0003,2020-06-25,Express,Digital,2700000.0,24,2.47,Al día,0
CRED01169,CLI0046,2020-10-21,Plus,Televentas,4600000.0,24,2.13,Al día,0
CRED01170,CLI0013,2021-03-01,Express,Televentas,1500000.0,36,3.12,Al día,0
CRED01171,CLI0251,2021-09-13,Express,Digital,1100000.0,36,2.93,Al día,0
CRED01172,CLI0048,2022-08-30,Express,Referido,3000000.0,36,2.91,Al día,0
CRED01173,CLI0484,2022-12-11,Express,Televentas,2400000.0,60,3.16,Al día,0
CRED01174,CLI0373,2021-11-17,Plus,Televentas,2600000.0,36,2.28,Al día,0
CRED01175,CLI0393,2020-05-15,Express,Sucursal,1600000.0,24,1.67,Al día,0
CRED01176,CLI0154,2023-04-24,Plus,Televentas,4200000.0,36,2.8,Al día,0
CRED01177,CLI0184,2022-02-08,Plus,Digital,3500000.0,36,2.15,En mora,15
CRED01178,CLI0037,2020-06-30,Express,Televentas,2200000.0,12,1.82,En mora,140
CRED01179,CLI0567,2020-01-14,Plus,Convenio Empresa,5300000.0,24,2.32,En mora,178
CRED01180,CLI0732,2022-04-18,Express,Convenio Empresa,1500000.0,36,3.07,Al día,0
CRED01181,CLI0759,2023-08-01,Express,Convenio Empresa,1500000.0,24,1.79,Cancelado,0
CRED01182,CLI0672,2021-07-13,Plus,Convenio Empresa,6700000.0,36,2.94,Al día,0
CRED01183,CLI0430,2022-04-28,Express,Digital,2400000.0,24,2.21,Al día,0
CRED01184,CLI0230,2020-12-24,Express,Referido,1700000.0,60,1.73,En mora,69
CRED01185,CLI0330,2023-02-12,Plus,Referido,2300000.0,18,2.94,Cancelado,0
CRED01186,CLI0255,2022-08-04,Plus,Digital,4500000.0,12,3.15,Al día,0
CRED01187,CLI0427,2023-12-25,Express,Digital,2100000.0,24,2.0,Al día,0
CRED01188,CLI0738,2023-03-09,Empresarial,Sucursal,4300000.0,24,2.02,Al día,0
CRED01189,CLI0328,2020-10-07,Plus,Referido,,18,2.16,Al día,0
CRED01190,CLI0278,2021-02-12,Empresarial,Referido,8700000.0,18,2.88,Cancelado,0
CRED01191,CLI0080,2021-01-15,Express,Referido,1500000.0,36,1.52,Al día,0
CRED01192,CLI0586,2022-02-20,Plus,Televentas,2900000.0,24,1.88,En mora,161
CRED01193,CLI0382,2021-08-15,Empresarial,Televentas,9400000.0,36,2.7,Al día,0
CRED01194,CLI0123,2023-02-08,Plus,Televentas,6500000.0,36,2.19,En mora,140
CRED01195,CLI0515,2022-10-01,Plus,Digital,3400000.0,36,2.06,Cancelado,0
CRED01196,CLI0690,2020-03-27,Express,Convenio Empresa,2400000.0,24,2.98,Al día,0
CRED01197,CLI0054,2021-09-10,Express,Televentas,1200000.0,24,3.06,Al día,0
CRED01198,CLI0184,2023-04-13,Express,Televentas,2200000.0,24,3.11,En mora,32
CRED01199,CLI0229,2021-09-14,Express,Televentas,1600000.0,48,1.96,Al día,0
CRED01200,CLI0529,2022-10-08,Empresarial,Televentas,10900000.0,48,3.05,Al día,0
CRED01201,CLI0048,2023-02-19,Express,Digital,1600000.0,18,2.75,Al día,0
CRED01202,CLI0411,2022-08-07,Empresarial,Digital,11900000.0,12,1.76,Al día,0
CRED01203,CLI0071,2021-04-04,Empresarial,Digital,4500000.0,18,2.54,En mora,6
CRED01204,CLI0477,2020-02-24,Express,Digital,900000.0,24,1.54,Al día,0
CRED01205,CLI0290,2020-01-06,Express,Sucursal,1900000.0,24,2.7,Cancelado,0
CRED01206,CLI0793,2020-11-11,Empresarial,Digital,5300000.0,36,2.75,Al día,0
CRED01207,CLI0319,2021-06-21,Empresarial,Digital,8400000.0,18,,En mora,12
CRED01208,CLI0336,2021-09-06,Express,Televentas,1600000.0,36,1.79,Al día,0
CRED01209,CLI0089,2023-08-04,Express,Televentas,1200000.0,48,2.57,Al día,0
CRED01210,CLI0567,2023-07-27,Plus,Digital,3100000.0,36,1.8,Al día,0
CRED01211,CLI0468,2022-08-25,Plus,Convenio Empresa,4400000.0,18,3.11,En mora,27
CRED01212,CLI0009,2020-09-11,Express,Convenio Empresa,2400000.0,24,2.65,Al día,0
CRED01213,CLI0378,2023-09-01,Plus,Digital,2900000.0,24,,Cancelado,0
CRED01214,CLI0206,2023-09-25,Express,Digital,1300000.0,48,1.82,Al día,0
CRED01215,CLI0299,2021-08-12,Express,Sucursal,1200000.0,24,2.63,Al día,0
CRED01216,CLI0578,2022-05-04,Express,Convenio Empresa,600000.0,24,2.31,En mora,140
CRED01217,CLI0312,2021-01-02,Express,Convenio Empresa,1700000.0,24,2.75,Al día,0
CRED01218,CLI0758,2022-10-04,Express,Digital,2400000.0,24,1.98,Al día,0
CRED01219,CLI0638,2023-11-09,Express,Televentas,2400000.0,36,2.62,Al día,0
CRED01220,CLI0249,2023-08-13,Express,Televentas,1100000.0,12,1.8,Al día,0
CRED01221,CLI0476,2021-05-16,Express,Digital,1000000.0,24,2.42,Al día,0
CRED01222,CLI0378,2020-02-28,Express,Televentas,1600000.0,12,3.13,Al día,0
CRED01223,CLI0606,2020-09-01,Empresarial,Televentas,12600000.0,18,2.57,Al día,0
CRED01224,CLI0506,2021-07-21,Express,Digital,1700000.0,36,1.58,En mora,76
CRED01225,CLI0792,2022-10-06,Express,Convenio Empresa,1800000.0,18,3.18,Cancelado,0
CRED01226,CLI0795,2020-05-16,Plus,Referido,6000000.0,18,1.77,Al día,0
CRED01227,CLI0201,2023-05-11,Empresarial,Digital,7900000.0,36,2.72,Al día,0
CRED01228,CLI0751,2022-01-10,Express,Referido,1500000.0,36,2.41,Al día,0
CRED01229,CLI0560,2023-04-05,Plus,Digital,7100000.0,12,2.0,Cancelado,0
CRED01230,CLI0779,2022-09-11,Plus,Referido,3700000.0,24,1.8,Al día,0
CRED01231,CLI0252,2023-03-04,Plus,Digital,2600000.0,12,1.8,Al día,0
CRED01232,CLI0155,2022-06-12,Express,Digital,1200000.0,18,2.96,Castigado,142
CRED01233,CLI0007,2021-06-12,Plus,Televentas,2900000.0,24,2.98,Al día,0
CRED01234,CLI0420,2023-07-10,Express,Televentas,1900000.0,12,,En mora,131
CRED01235,CLI0025,2023-11-05,Plus,Referido,2900000.0,60,1.68,Al día,0
CRED01236,CLI0239,2022-09-01,Plus,Digital,4400000.0,18,3.0,Al día,0
CRED01237,CLI0555,2023-11-22,Express,Digital,1200000.0,36,2.33,En mora,107
CRED01238,CLI0355,2020-09-01,Plus,Televentas,1900000.0,48,2.25,Al día,0
CRED01239,CLI0652,2022-02-03,Express,Televentas,1800000.0,60,2.19,En mora,37
CRED01240,CLI0711,2022-11-15,Plus,Digital,4200000.0,24,2.12,Al día,0
CRED01241,CLI0010,2023-03-24,Express,Convenio Empresa,2000000.0,48,2.39,Cancelado,0
CRED01242,CLI0344,2020-02-05,Express,Convenio Empresa,1200000.0,60,2.53,Al día,0
CRED01243,CLI0002,2021-06-15,Express,Referido,1200000.0,18,2.29,Al día,0
CRED01244,CLI0778,2020-11-29,Empresarial,Sucursal,11100000.0,24,3.02,Al día,0
CRED01245,CLI0674,2023-04-06,Express,Digital,3000000.0,12,2.04,Al día,0
CRED01246,CLI0386,2020-04-29,Express,Convenio Empresa,1600000.0,36,2.48,Al día,0
CRED01247,CLI0756,2020-10-26,Express,Digital,1900000.0,24,2.01,Al día,0
CRED01248,CLI0745,2021-10-16,Plus,Convenio Empresa,3600000.0,18,2.78,Al día,0
CRED01249,CLI0315,2022-08-02,Plus,Televentas,,36,1.67,Al día,0
CRED01250,CLI0107,2023-11-20,Express,Sucursal,2400000.0,12,1.82,Al día,0
CRED01251,CLI0211,2020-10-04,Express,Convenio Empresa,2300000.0,36,2.86,Al día,0
CRED01252,CLI0543,2022-01-01,Express,Sucursal,2200000.0,12,1.81,Al día,0
CRED01253,CLI0244,2020-11-30,Express,Referido,1500000.0,36,2.56,Castigado,90
CRED01254,CLI0430,2020-04-18,Express,Referido,2100000.0,12,3.15,Al día,0
CRED01255,CLI0504,2021-07-12,Plus,Convenio Empresa,5500000.0,18,2.39,Al día,0
CRED01256,CLI0062,2022-01-09,Express,Televentas,3100000.0,36,1.82,Al día,0
CRED01257,CLI0146,2022-05-09,Express,Digital,2400000.0,18,2.05,Cancelado,0
CRED01258,CLI0729,2023-07-27,Express,Digital,1700000.0,24,2.9,Al día,0
CRED01259,CLI0287,2021-12-30,Empresarial,Digital,6600000.0,48,2.1,Al día,0
CRED01260,CLI0096,2020-04-09,Empresarial,Televentas,10300000.0,12,2.73,Al día,0
CRED01261,CLI0045,2021-08-16,Plus,Televentas,4400000.0,36,2.82,Al día,0
CRED01262,CLI0238,2021-08-20,Express,Televentas,2200000.0,12,,En mora,58
CRED01263,CLI0533,2022-12-20,Express,Sucursal,2800000.0,12,2.83,Al día,0
CRED01264,CLI0423,2023-08-01,Express,Referido,1600000.0,12,2.04,Al día,0
CRED01265,CLI0718,2020-06-06,Express,Digital,3800000.0,60,2.38,En mora,7
CRED01266,CLI0382,2022-11-18,Plus,Digital,2200000.0,18,2.67,Al día,0
CRED01267,CLI0470,2021-01-31,Plus,Televentas,4600000.0,48,1.79,Cancelado,0
CRED01268,CLI0766,2023-07-10,Empresarial,Digital,7700000.0,60,1.97,Al día,0
CRED01269,CLI0087,2021-01-10,Plus,Convenio Empresa,2000000.0,24,2.61,En mora,59
CRED01270,CLI0595,2020-07-12,Express,Televentas,1500000.0,36,2.61,En mora,110
CRED01271,CLI0098,2023-05-11,Plus,Televentas,2400000.0,36,2.34,Al día,0
CRED01272,CLI0518,2020-12-08,Express,Referido,1500000.0,24,2.85,En mora,99
CRED01273,CLI0137,2023-01-18,Express,Convenio Empresa,1600000.0,18,2.32,Al día,0
CRED01274,CLI0653,2021-10-22,Plus,Digital,5900000.0,24,3.0,Al día,0
CRED01275,CLI0404,2021-10-09,Express,Convenio Empresa,900000.0,36,2.75,Al día,0
CRED01276,CLI0077,2023-11-03,Express,Televentas,2300000.0,36,2.03,Al día,0
CRED01277,CLI0607,2021-09-08,Express,Digital,1700000.0,18,2.17,En mora,38
CRED01278,CLI0582,2021-07-09,Plus,Digital,5700000.0,18,2.64,Al día,0
CRED01279,CLI0064,2023-11-04,Plus,Televentas,3400000.0,48,3.02,Cancelado,0
CRED01280,CLI0446,2023-11-30,Express,Digital,1000000.0,12,1.8,Al día,0
CRED01281,CLI0679,2023-11-10,Plus,Digital,2600000.0,36,2.37,Al día,0
CRED01282,CLI0134,2022-01-12,Express,Convenio Empresa,1000000.0,12,1.7,Al día,0
CRED01283,CLI0243,2020-07-15,Express,Convenio Empresa,2000000.0,48,1.98,Al día,0
CRED01284,CLI0299,2022-12-30,Plus,Digital,6700000.0,48,2.67,En mora,91
CRED01285,CLI0268,2023-04-02,Plus,Digital,3300000.0,18,1.63,En mora,168
CRED01286,CLI0323,2021-12-21,Empresarial,Referido,11900000.0,12,2.63,En mora,74
CRED01287,CLI0403,2020-10-21,Express,Digital,900000.0,24,3.03,Cancelado,0
CRED01288,CLI0718,2020-01-27,Plus,Sucursal,4300000.0,18,3.15,Al día,0
CRED01289,CLI0754,2020-10-07,Plus,Televentas,5000000.0,24,1.87,Al día,0
CRED01290,CLI0335,2022-11-27,Empresarial,Digital,6400000.0,36,2.77,Al día,0
CRED01291,CLI0326,2021-07-30,Express,Digital,1500000.0,18,3.07,Al día,0
CRED01292,CLI0464,2022-02-02,Plus,Digital,5100000.0,24,1.66,Al día,0
CRED01293,CLI0279,2022-09-20,Plus,Digital,1400000.0,36,2.2,Al día,0
CRED01294,CLI0240,2022-04-23,Express,Digital,2800000.0,36,3.06,Al día,0
CRED01295,CLI0077,2021-11-27,Express,Televentas,1900000.0,18,1.84,Al día,0
CRED01296,CLI0208,2020-11-29,Express,Digital,2200000.0,36,3.09,En mora,58
CRED01297,CLI0140,2020-07-28,Plus,Televentas,3500000.0,36,2.4,Al día,0
CRED01298,CLI0799,2021-03-22,Empresarial,Televentas,,24,1.67,Al día,0
CRED01299,CLI0789,2020-11-12,Plus,Digital,4800000.0,18,2.26,Al día,0
